"id","Date.Created","Gender","District","Sector","Village","Cell","Latitude","Longitude","Has.BXW"
"-Mv38s8icej_x7jWspor","2022-02-04T11:53:34.083+02:00","Gitsina Gore","Nyamasheke","Kanjongo ","Gasumo ","Raro ",-2.31591518,29.1402809,"NO"
"-Mv3BjdpuHZmtyNeaizj","2022-02-04T12:06:09.132+02:00","Gitsina Gore","Nyamasheke","Kanjongo ","Gasumo ","Raro ",-2.31595692,29.14034157,"NO"
"-Mv3C7ljcMpymczkypLZ","2022-02-04T12:08:04.763+02:00","Gitsina Gabo","Nyamasheke","Kanjongo ","Baraguma","Raro ",-2.31594101,29.14029545,"NO"
"-Mv7wHwYbbmIF8oqfdM6","2022-02-05T10:12:05.124+02:00","Gitsina Gore","Nyamasheke","Kanjongo ","Gasumo ","Raro ",-2.3462745,29.15151713,"NO"
"-Mv8Nne1Pz9zFUvjG0t0","2022-02-05T12:16:28.699+02:00","","Muhanga","Kabacuzi","Gasiza","Kavumu",-1.9280818,29.7467662,"NO"
"-Mv9-C7RDK8DmOiUh_jy","2022-02-05T15:08:58.357+02:00","","Muhanga","Kabacuzi","Gasiza","Kavumu",-1.90152475610375,29.7621363122016,"NO"
"-Mv9C8whrFdh8_UCD83L","2022-02-05T16:05:32.91+02:00","Gitsina Gabo","Nyamasheke","Kanjongo ","Gasumo ","Raro ",-2.34645105,29.15132273,"NO"
"-Mv9CHBhD9_xpHmYw4hF","2022-02-05T16:06:13.996+02:00","Gitsina Gabo","Nyamasheke","Kanjongo ","Gasumo ","Raro ",-2.34642032,29.15130927,"NO"
"-Mv9CPfL-xwoLuavBE18","2022-02-05T16:06:46.258+02:00","Gitsina Gabo","Nyamasheke","Kanjongo ","Gasumo ","Raro ",-2.34642007,29.15130907,"NO"
"-MvDYE_E0dK4RsUYUbtP","2022-02-06T12:20:51.493+02:00","Gitsina Gabo","Gatsibo","Remera ","Rubare ","Rurenge ",-1.7210878,30.3004837,"NO"
"-MvFIumxnAzoi6daEpjF","2022-02-06T20:32:09.193+02:00","Gitsina Gabo","Nyamasheke","Macuba","Butare","Rugari",-2.28231832,29.16352326,"NO"
"-MvFJd2bxpndhb3Q1VbQ","2022-02-06T20:35:06.393+02:00","Gitsina Gabo","Nyamasheke","Macuba","Butare","Rugari",-2.28231634,29.16352253,"YES"
"-MvFJzCisy3N3TfGlOQV","2022-02-06T20:38:18.465+02:00","Gitsina Gore","Nyamasheke","Macuba","Butare","Rugari",-2.28231559,29.16352254,"NO"
"-MvFYOVysrQ4NJJI7ey-","2022-02-06T21:40:12.191+02:00","Gitsina Gore","Nyamasheke","Macuba","Butare","Rugari",-2.28227626,29.16350827,"NO"
"-MvFYp8u1Z8buRqKvCRE","2022-02-06T21:41:07.773+02:00","Gitsina Gore","Nyamasheke","Macuba","Butare","Rugari",-2.28227529,29.16350424,"NO"
"-MvFZJfzX_EVlD39pKLc","2022-02-06T21:44:11.662+02:00","Gitsina Gore","Nyamasheke","Macuba","Butare","Rugari",-2.28227184,29.16350773,"YES"
"-MvJ2fgsXDX3S_HIv5Mb","2022-02-07T14:00:09.176+02:00","Gitsina Gabo","Gisagara","Kibirizi ","Impinga ","Muyira ",-2.62754823546857,29.7835922241211,"YES"
"-MvJrsJYjHRnKvz-5oYA","2022-02-07T17:48:19.782+02:00","","Gatsibo","Remera ","Rushenyi ","Rwarenga",-1.75340466666967,30.3486394509673,"NO"
"-MvKRFCCcrmE6G6GLQFD","2022-02-07T20:27:24.366+02:00","Gitsina Gabo","Gakenke","Rusasa ","Bwanamo","Rumbi ",-1.6418242,29.633436,"NO"
"-MvKV1s0afvqPZeWTj9Y","2022-02-07T20:43:34.559+02:00","Gitsina Gore","Gakenke","Rusasa ","Bwanamo ","Rumbi ",-1.63679964,29.63556653,"YES"
"-MvKVB9R4cP0jhp2GNd9","2022-02-07T20:44:33.119+02:00","Gitsina Gore","Gakenke","Rusasa ","Bwanamo ","Rumbi ",-1.636796,29.63555393,"NO"
"-MvKVLnLRUcVGFQBf40G","2022-02-07T20:45:16.531+02:00","Gitsina Gabo","Gakenke","Rusasa ","Bwanamo ","Rumbi ",-1.63679585,29.63555134,"NO"
"-MvKVeS39Z3w3MQIbQh4","2022-02-07T20:45:53.111+02:00","Gitsina Gore","Gakenke","Rusasa ","Bwanamo ","Rumbi ",-1.63679648,29.63555243,"YES"
"-MvKVpVH10Mxw2NwFFeJ","2022-02-07T20:47:26.682+02:00","Gitsina Gabo","Gakenke","Rusasa ","Bwanamo ","Rumbi ",-1.63679586,29.63554996,"NO"
"-MvML3hOtobK-k8v6WKI","2022-02-08T05:18:56.744+02:00","","Burera","Rusarabuye ","Ndago ","Ndago ",-1.45664028,29.80322505,"NO"
"-MvML7dfDyMzAYpBkAbu","2022-02-08T05:19:33.797+02:00","","Burera","Rusarabuye ","Ndago ","Ndago ",-1.4566362,29.8032406,"NO"
"-MvMLDhTy1J9YdY6g__m","2022-02-08T05:19:42.963+02:00","","Burera","Rusarabuye ","Ndago ","Ndago ",-1.45663764,29.80323917,"NO"
"-MvMLGseT4Zlq8CZUtTx","2022-02-08T05:20:11.619+02:00","","Burera","Rusarabuye ","Ndago ","Ndago ",-1.45663765,29.80323923,"NO"
"-MvMLUEendBi29yzNJz3","2022-02-08T05:20:48.997+02:00","","Burera","Rusarabuye ","Ndago ","Ndago ",-1.45663839,29.80323903,"NO"
"-MvMLXw_jVQbMh7kFTCZ","2022-02-08T05:21:21.496+02:00","","Burera","Rusarabuye ","Ndago ","Ndago ",-1.45664012,29.80324043,"NO"
"-MvMLfmwhp2hdErcVP-_","2022-02-08T05:21:44.25+02:00","","Burera","Rusarabuye ","Ndago ","Ndago ",-1.45665793,29.80321402,"NO"
"-MvMLmyASyKDrxwL4959","2022-02-08T05:22:27.14+02:00","","Burera","Rusarabuye ","Ndago ","Ndago ",-1.45664489,29.80324913,"NO"
"-MvMM29Cd5C6bArO-udR","2022-02-08T05:22:55.68+02:00","","Burera","Rusarabuye ","Ndago ","Ndago ",-1.45664507,29.80323783,"YES"
"-MvMM72GpcIU-hT_QbbO","2022-02-08T05:23:53.482+02:00","","Burera","Rusarabuye ","Ndago ","Ndago ",-1.45665934,29.80323251,"NO"
"-MvMMH2KZbpGezkbj7uo","2022-02-08T05:24:19.077+02:00","","Burera","Rusarabuye ","Ndago ","Ndago ",-1.4566744,29.80323257,"NO"
"-MvMMNzqX55vIDkg4ipn","2022-02-08T05:25:02.893+02:00","","Burera","Rusarabuye ","Ndago ","Ndago ",-1.45667369,29.8032328,"NO"
"-MvMyHzYUmYdcsyNVeAd","2022-02-08T08:14:30.074+02:00","Gitsina Gore","Nyamagabe","Mushubi ","Kagorwe ","Buteteri ",-2.29781566,29.44631189,"YES"
"-MvMyPwyIdUgrrNei3Qr","2022-02-08T08:16:00.422+02:00","Gitsina Gore","Nyamagabe","Mushubi ","Kagorwe ","Buteteri ",-2.29780895,29.44631684,"NO"
"-MvMy_oqTD5Mp_dD05us","2022-02-08T08:16:55.713+02:00","Gitsina Gabo","Nyamagabe","Mushubi ","Kagorwe ","Buteteri ",-2.29778048,29.44638514,"NO"
"-MvMyjjMzYeKm-ZmELp2","2022-02-08T08:17:36.325+02:00","Gitsina Gabo","Nyamagabe","Mushubi ","Kagorwe ","Buteteri ",-2.29775692,29.44641421,"NO"
"-MvMypHWUvodG2E1sI3Z","2022-02-08T08:17:59.049+02:00","Gitsina Gabo","Nyamagabe","Mushubi ","Kagorwe ","Buteteri ",-2.2977821,29.44637547,"NO"
"-MvNUN497AkgTU0BDTUn","2022-02-08T10:39:50.789+02:00","Gitsina Gabo","Burera","Kinyababa ","Murambo ","Kaganda ",-1.37510288,29.81009966,"NO"
"-MvO015kwWgU4aTbZge5","2022-02-08T13:07:31.712+02:00","Gitsina Gabo","Rubavu","Rugerero","Busheke","Rushubi",-1.6979858,29.3366914,"NO"
"-MvO43EZ40JK1HwYtLLO","2022-02-08T13:24:30.659+02:00","","Burera","Kinyababa ","Murambo ","Kaganda ",-1.37760472,29.80844721,"NO"
"-MvO534wJnHbfCHm2yYi","2022-02-08T13:28:20.473+02:00","","Burera","Kinyababa ","Murambo ","Kaganda ",-1.37761209,29.80845841,"NO"
"-MvOTlRJeZ2nhISHmHQw","2022-02-08T15:16:59.678+02:00","Gitsina Gabo","Gatsibo","Gitoki ","Rushashi ","Cyabusheshe ",-1.63096609,30.38845002,"NO"
"-MvOTviQ4udKkEHNeqEN","2022-02-08T15:17:48.67+02:00","Gitsina Gabo","Gatsibo","Gitoki ","Rushashi ","Cyabusheshe ",-1.63097994,30.3884291,"NO"
"-MvOU0HnyUGpwdEUSe-j","2022-02-08T15:18:42.564+02:00","Gitsina Gore","Gatsibo","Gitoki ","Rushashi ","Cyabusheshe ",-1.63098008,30.38842889,"NO"
"-MvOU5ACF2MWp3F0Kt_7","2022-02-08T15:19:02.561+02:00","Gitsina Gabo","Gatsibo","Gitoki ","Rushashi ","Cyabusheshe ",-1.63098664,30.38842331,"NO"
"-MvSLsJQJePOloJ1EPmh","2022-02-09T09:20:37.827+02:00","Gitsina Gabo","Rulindo","Shyorongi ","Rutonde","Rutonde ",-1.95133832,30.07064488,"YES"
"-MvSMXgbivt3v07M-AOO","2022-02-09T09:23:25.785+02:00","Gitsina Gabo","Nyamasheke","Kanjongo ","Gasumo ","Raro ",-2.34628861,29.15107945,"NO"
"-MvSSEXpm_-5ZscP6kJx","2022-02-09T09:48:41.771+02:00","Gitsina Gore","Nyamasheke","Kanjongo ","Gasumo ","Raro ",-2.34649124,29.15140989,"NO"
"-MvSSNo1WjDfr1f7BIu3","2022-02-09T09:49:09.438+02:00","Gitsina Gabo","Nyamasheke","Kanjongo ","Gasumo ","Raro ",-2.34639898,29.15133178,"NO"
"-MvSScb0BIB7o6_J0C6W","2022-02-09T09:49:48.58+02:00","Gitsina Gabo","Nyamasheke","Kanjongo ","Gasumo ","Raro ",-2.34639085,29.15132781,"YES"
"-MvSSm7wsImjHne0pUV0","2022-02-09T09:51:03.391+02:00","Gitsina Gore","Nyamasheke","Kanjongo ","Gasumo ","Raro ",-2.34639428,29.15132768,"NO"
"-MvSStdWPlVah9uAiaHP","2022-02-09T09:51:36.968+02:00","Gitsina Gore","Nyamasheke","Kanjongo ","Gasumo ","Raro ",-2.34639209,29.15132631,"NO"
"-MvSTMPXVCBODqtLgsco","2022-02-09T09:52:03.699+02:00","Gitsina Gabo","Nyamasheke","Kanjongo ","Gasumo ","Raro ",-2.34640627,29.15132642,"NO"
"-MvT6gNWTBZX0ZgW7Aq7","2022-02-09T12:55:54.367+02:00","Gitsina Gabo","Karongi","Murambi","Muramba","Nkoto",-2.1776511,29.5772804,"NO"
"-MvTF-H2MfXcldsr8TBb","2022-02-09T13:29:55.377+02:00","Gitsina Gabo","Burera","Rugarama","Rwambeho","Rurembo",-1.42907507,29.71720069,"NO"
"-MvTwzizFaCHBIkJ74XL","2022-02-09T16:46:43.471+02:00","Gitsina Gore","Muhanga","Nyamabuye","Rugarama","Gifumba",-2.08747127,29.74146909,"NO"
"-MvTxTLO67XV1JJHGMiw","2022-02-09T16:48:52.607+02:00","Gitsina Gore","Muhanga","Nyamabuye","Rugarama","Gifumba",-2.08741492,29.74191168,"NO"
"-MvTyhMGvuAQXrPtwh2B","2022-02-09T16:54:22.776+02:00","Gitsina Gore","Muhanga","Nyamabuye","Rugarama","Gifumba",-2.08791291,29.74222863,"NO"
"-MvU1eHT-HXttqU_E_ah","2022-02-09T17:11:06.223+02:00","Gitsina Gabo","Muhanga","Nyamabuye","Rugarama","Gifumba",-2.08739064,29.74206528,"YES"
"-MvU35NdhmU3WFba30SK","2022-02-09T17:17:56.3+02:00","Gitsina Gore","Muhanga","Nyamabuye","Rugarama","Gifumba",-2.08587326,29.74209346,"NO"
"-MvU4Vv3a8Zq3j7nG92k","2022-02-09T17:24:15.553+02:00","Gitsina Gore","Muhanga","Nyamabuye","Rugarama","Gifumba",-2.08548281,29.74183974,"NO"
"-MvYZhRzSvTN4LXDChKK","2022-02-10T14:18:11.013+02:00","Gitsina Gabo","Karongi","Gishyita","Kubutare","Kigarama",-2.1453665,29.26781049,"NO"
"-MvYZrbH03ajvO4mEHMA","2022-02-10T14:18:52.651+02:00","","Karongi","Gishyita","Kubutare","Kigarama",-2.14544676,29.26764313,"NO"
"-MvYZyhEf7jpc1AmtKVT","2022-02-10T14:19:21.703+02:00","Gitsina Gore","Karongi","Gishyita","Kubutare","Kigarama",-2.14552928,29.26769186,"NO"
"-MvY_IaRk8pSlsCYFNAb","2022-02-10T14:20:47.286+02:00","Gitsina Gabo","Karongi","Gishyita","Kubutare","Kigarama",-2.1455723,29.26731622,"NO"
"-MvY_VbZkYO93s6xc6mN","2022-02-10T14:21:40.604+02:00","Gitsina Gabo","Karongi","Gishyita","Kubutare","Kigarama",-2.14571482,29.26753617,"NO"
"-MvY_aZogL82Ra_TFc6I","2022-02-10T14:22:05.005+02:00","Gitsina Gabo","Karongi","Gishyita","Kubutare","Kigarama",-2.14577755,29.26757918,"NO"
"-MvYanaZQs8aieN0CAs5","2022-02-10T14:26:50.442+02:00","Gitsina Gabo","Burera","Kagogo","Rusisiro","Kayenzi",-1.37563972,29.74920011,"NO"
"-MvYqKaz2t9AMZjBfSXG","2022-02-10T15:36:30.657+02:00","Gitsina Gabo","Nyamasheke","Kanjongo ","Gasumo ","Raro ",-2.3420018,29.14540311,"NO"
"-MvYqjNnFFLrRsjslWbY","2022-02-10T15:38:03.744+02:00","Gitsina Gabo","Rusizi","Gashonga ","Karenge ","Muti ",-2.5209908,28.893051,"NO"
"-MvYtpVoA-BFohrczIXl","2022-02-10T15:50:29.293+02:00","Gitsina Gore","Rusizi","Gashonga ","Karenge ","Muti ",-2.58934416,28.91075491,"YES"
"-MvYurjJCVIn6bA-KY11","2022-02-10T15:55:59.317+02:00","Gitsina Gore","Rusizi","Gashonga ","Karenge","Muti ",-2.5893422,28.91075721,"NO"
"-MvYvsOSe-LsAdQla2Ua","2022-02-10T15:59:49.856+02:00","Gitsina Gore","Rusizi","Gashonga ","Karenge ","Muti ",-2.5893342,28.91075762,"YES"
"-MvZ4ns1i0S0jLaJsioy","2022-02-10T16:43:43.001+02:00","Gitsina Gore","Rusizi","Nkanka","Gafoka","Kangazi",-2.43156642,28.91720924,"NO"
"-MvZONnE2CmOItWcS8H3","2022-02-10T18:08:55.343+02:00","Gitsina Gabo","Kayonza","Mukarange ","Gihima ","Mburabuturo ",-1.92162855,30.48755914,"NO"
"-MvZ_XxTGuWehsFCxtrq","2022-02-10T19:01:37.173+02:00","","Burera","Kinyababa ","Murambo ","Kaganda ",-1.40528087,29.79975127,"NO"
"-Mvc37Y1nJJSl3pdhn2E","2022-02-11T11:14:30.455+02:00","Gitsina Gabo","Musanze","Nkotsi ","Kindiki ","Bikara ",-1.94328948,30.08983905,"YES"
"-Mvc3A2mG7GGLpcJxwpD","2022-02-11T11:15:15.303+02:00","Gitsina Gabo","Musanze","Nkotsi ","Kindiki ","Bikara ",-1.94329971,30.08983736,"NO"
"-MvcFXV5PmADBVN1yi5X","2022-02-11T12:08:53.026+02:00","Gitsina Gore","Gatsibo","Gitoki ","Nyabikenke ","Nyamirama ",-1.62702547386289,30.347962025553,"NO"
"-MvcJ9I4Zv8eabi5DACl","2022-02-11T12:25:03.676+02:00","Gitsina Gabo","Kayonza","Rukara ","Kamajigija ","Rukara ",-1.82236526627094,30.4787262529135,"NO"
"-Mvcb9x8QMsAx-sSIrLn","2022-02-11T13:46:51.864+02:00","Gitsina Gabo","Muhanga","Kabacuzi","Gasharu","Kibyimba",-1.92380297463387,29.7211047168821,"NO"
"-MvcbyIUjCchKYYm0ZKp","2022-02-11T13:51:29.114+02:00","Gitsina Gabo","Muhanga","Kabacuzi","Gasharu","Kibyimba",-1.92663144785911,29.7216151747853,"NO"
"-MvdjEh7VyB7lrDSvRGI","2022-02-11T19:03:03.207+02:00","Gitsina Gabo","Kirehe","Gatore","Karenge ","Muganza ",-2.29035575,30.59652469,"NO"
"-Mve18e5zPcRDhAyB-5j","2022-02-11T20:22:42.489+02:00","Gitsina Gabo","Burera","Kagogo","Rusisiro","Kayenzi",-1.375072,29.74923082,"NO"
"-Mve1JHkVEyoSbqRUw2h","2022-02-11T20:25:50.647+02:00","Gitsina Gabo","Burera","Kagogo","Rusisiro","Kayenzi",-1.37507201,29.74922618,"NO"
"-Mve7QCsYzs5WKEa9Hm7","2022-02-11T20:48:18.988+02:00","Gitsina Gore","Burera","Rugengabali","Kabira","Nyanamo",-1.52561982,29.81480495,"YES"
"-Mvh95TW3o2_3sgiyjgL","2022-02-12T10:58:22.298+02:00","Gitsina Gabo","Nyamasheke","Bushenge ","Karusimbi ","Karusimbi ",-2.40681697,28.98031774,"YES"
"-MviPrdVWy4HksZMmIcf","2022-02-12T16:52:08.125+02:00","Gitsina Gore","Rusizi","Mururu","Kanunga","Gahinga",-2.51476478,28.89117446,"NO"
"-MvlrclZB6hdFmTR-Jci","2022-02-13T08:54:25.272+02:00","Gitsina Gabo","Gisagara","Nyanza ","Ruvugizo ","Higiro ",-2.77270453,29.73438274,"YES"
"-MvltAM8wMWpJB_76Mmk","2022-02-13T09:02:22.342+02:00","Gitsina Gabo","Gisagara","Nyanza ","Ruvugizo ","Higiro ",-2.77271586,29.73438894,"NO"
"-MvltSHDTzSFIn-cuAh7","2022-02-13T09:03:37.931+02:00","Gitsina Gabo","Gisagara","Nyanza ","Ruvugizo ","Higiro ",-2.77271427,29.73438911,"YES"
"-MvnO1bbRcf3ZQuWltMa","2022-02-13T16:00:14.608+02:00","Gitsina Gore","Nyamasheke","Kanjongo ","Gatare ","Kigarama ",-2.33844591,29.14737975,"YES"
"-MvnOQBqcmL-n7T_GkHv","2022-02-13T16:02:10.328+02:00","Gitsina Gore","Nyamasheke","Kanjongo ","Gatare ","Kigarama ",-2.33843925,29.14737855,"YES"
"-MvnOc-Qs9cRQie0K7Ag","2022-02-13T16:03:45.977+02:00","Gitsina Gore","Nyamasheke","Kanjongo ","Gatare ","Kigarama ",-2.33847668,29.14736013,"NO"
"-MvnOoTmXdJT7pZyvC0p","2022-02-13T16:04:41.406+02:00","Gitsina Gabo","Nyamasheke","Kanjongo ","Gatare ","Kigarama ",-2.33853845,29.14737673,"NO"
"-MvnQhNPdT_4iJ-xy298","2022-02-13T16:11:29.284+02:00","Gitsina Gabo","Nyamasheke","Kanjongo ","Gatare ","Kigarama ",-2.33851544,29.14740111,"YES"
"-MvnQnANqPElyVHzA6xd","2022-02-13T16:13:12.365+02:00","Gitsina Gabo","Nyamasheke","Kanjongo ","Gasumo ","Raro ",-2.34625222,29.15128272,"NO"
"-MvnQrCkj1kx2xeBJp5B","2022-02-13T16:13:45.011+02:00","Gitsina Gabo","Nyamasheke","Kanjongo ","Gatare ","Kigarama ",-2.33851079,29.14739013,"NO"
"-MvnR-UiV8CTiSmb4zFt","2022-02-13T16:14:22.819+02:00","Gitsina Gore","Nyamasheke","Kanjongo ","Gatare ","Kigarama ",-2.33850302,29.1473767,"NO"
"-MvnRAFIvgKlKu3Y2UJm","2022-02-13T16:15:47.72+02:00","Gitsina Gabo","Nyamasheke","Kanjongo ","Gasumo ","Raro ",-2.34630991,29.15130562,"NO"
"-MvnRI7sTaFt7UHbZ7i1","2022-02-13T16:16:20.136+02:00","Gitsina Gore","Nyamasheke","Kanjongo ","Gasumo ","Raro ",-2.3463109,29.15130423,"NO"
"-MvnRR5SskPZaGgmFDR5","2022-02-13T16:16:44.137+02:00","Gitsina Gabo","Nyamasheke","Kanjongo ","Gasumo ","Raro ",-2.34631081,29.15130427,"NO"
"-MvnRVsYZrCGnWQvAnLF","2022-02-13T16:17:16.792+02:00","Gitsina Gore","Nyamasheke","Kanjongo ","Gasumo ","Raro ",-2.3462987,29.15130805,"NO"
"-MvnRcrcuemkPRGQis7P","2022-02-13T16:17:47.419+02:00","Gitsina Gore","Nyamasheke","Kanjongo ","Gasumo ","Raro ",-2.34629346,29.15130918,"NO"
"-MvnRnPquLjXTb7UUhxy","2022-02-13T16:18:27.805+02:00","Gitsina Gore","Nyamasheke","Kanjongo ","Gasumo ","Raro ",-2.34629261,29.15130948,"NO"
"-MvnZuINakPtjKwSWF9J","2022-02-13T16:53:36.741+02:00","","Muhanga","Kabavuzi","Gasiza","Kavumu",-1.90977439284325,29.7616401873529,"NO"
"-Mvq2n56eRuUr5c-8cXf","2022-02-14T04:27:53.608+02:00","","Rubavu","Cyanzarwe","Hanika","Rwangara",-1.63706039,29.31417605,"NO"
"-Mvq4K5kc0vlRxP70_zb","2022-02-14T04:34:58.173+02:00","Gitsina Gabo","Rubavu","Cyanzarwe ","Hanika ","Rwangara ",-1.63701091,29.31409543,"NO"
"-Mvr_e5Su64xlkg1AG6e","2022-02-14T11:35:32.357+02:00","Gitsina Gore","Burembo","Rugarama","Rwambeho","Rurmbo",-1.4286998,29.71722353,"NO"
"-Mvr_p94MHuPnJWxJ-dI","2022-02-14T11:36:19.88+02:00","Gitsina Gore","Burera","Rugarama ","Rwambeho ","Rurembo ",-1.42873577,29.71732443,"NO"
"-Mvra5hoPhdMGcw6sx5v","2022-02-14T11:37:32.762+02:00","Gitsina Gabo","Burera","Rugarama","Rwambeho","Rurembo",-1.42876481,29.71734641,"NO"
"-MvraJAhFT6wKgrFJBEk","2022-02-14T11:38:27.129+02:00","Gitsina Gabo","Burera","Rugarama","Rwambeho","Rurembo",-1.42875924,29.71733918,"NO"
"-MvrpCMBIZ4wO8iINAsK","2022-02-14T12:43:06.349+02:00","Gitsina Gabo","Burera","Rugarama","Rwambeho","Rurembo",-1.42881342,29.71742076,"NO"
"-MvrvMZTphdWC2dvMwWG","2022-02-14T13:10:16.426+02:00","Gitsina Gabo","Muhanga","Shyogwe","Muremberi","Mbate",-2.10265666666667,29.77954,"NO"
"-MvrvkuBwabbon7-Mbp9","2022-02-14T13:11:13.463+02:00","Gitsina Gabo","Muhanga","Shyogwe","Muremberi","Mbare",-2.10261,29.7795083333333,"YES"
"-Mvt6uFVVltB-lFZnsVH","2022-02-14T18:43:17.004+02:00","Gitsina Gore","Huye","Mbazi","Gicubuka","Kabuga",-2.57345567,29.74003503,"YES"
"-Mvwo7XotTDN9LuIE1Od","2022-02-15T11:56:51.135+02:00","","Gatsibo","Remera ","Rushenyi ","Rwarenga",-1.74916891381145,30.3432068042457,"NO"
"-MvxZlpsVh4tbqC6nrCl","2022-02-15T15:28:57.029+02:00","Gitsina Gabo","Karongi","Gishyita","Kubutare","Kigarama",-2.14640326,29.26766738,"NO"
"-MvxZs7Ns_BQTF_4T0sb","2022-02-15T15:29:22.794+02:00","Gitsina Gabo","Karongi","Gishyita","Kubutare","Kigarama",-2.14645255,29.26765498,"NO"
"-Mvx_-ErIqC05Ma5XAnf","2022-02-15T15:29:56.044+02:00","Gitsina Gabo","Karongi","Gishyita","Kubutare","Kigarama",-2.14658978,29.26760681,"NO"
"-Mvx_8sJ8qAEtRqzlLNX","2022-02-15T15:30:35.498+02:00","Gitsina Gabo","Karongi","Gishyita","Kubutare","Kigarama",-2.1467552,29.26753772,"NO"
"-Mvx_MBhE3A2mjJoUcAt","2022-02-15T15:31:30.048+02:00","Gitsina Gabo","Karongi","Gishyita","Kubutare","Kigarama",-2.14692135,29.26761303,"NO"
"-MvyM3A4vbhT76fbKk0J","2022-02-15T19:09:50.994+02:00","Gitsina Gabo","Rusizi","Gashonga ","Karenge ","Muti ",-2.59506404,28.91225834,"NO"
"-MvyNwrYGZuUvoaPrCh8","2022-02-15T19:16:42.373+02:00","Gitsina Gabo","Rusizi","Gashonga ","Karenge ","Muti ",-2.58936126,28.91074408,"YES"
"-MvyV0s4CLWULCPj11zz","2022-02-15T19:48:36.167+02:00","Gitsina Gore","Rusizi","Gashonga ","Karenge ","Muti ",-2.58937757,28.91074851,"NO"
"-Mw0MEQfmYPM3dtWiSYE","2022-02-16T09:08:47.657+02:00","Gitsina Gore","Huye","Mbazi","Kanyaruhinda","Gatobotobo.",-2.56026023,29.74756582,"NO"
"-Mw0MWAYMkCmv94b1rsk","2022-02-16T09:09:27.012+02:00","Gitsina Gore","Huye","Mbazi","Kanyaruhinda","Gatobotobo",-2.5602602,29.74756582,"YES"
"-Mw0MnOL5l50lRtUQJPx","2022-02-16T09:10:40.453+02:00","Gitsina Gore","Huye","Mbazi","Kanyaruhinda","Gatobotobo",-2.56026021,29.74756587,"YES"
"-Mw0N-lp8v4Amyd_I3GK","2022-02-16T09:11:44.298+02:00","Gitsina Gore","Huye","Mbazi","Kanyaruhinda","Gatobotobo",-2.56026022,29.74756586,"YES"
"-Mw0NWZFIbX_2CuCyyLl","2022-02-16T09:13:12.062+02:00","Gitsina Gabo","Huye","Mbazi","Kanyaruhinda","Gatobotobo",-2.56026084,29.74756618,"YES"
"-Mw0NlqsTTmeryVO160Q","2022-02-16T09:14:50.409+02:00","Gitsina Gore","Huye","Mbazi","Kanyaruhinda","Gatobotobo",-2.56026114,29.74756634,"YES"
"-Mw1Z5Y22V5CMrGGfdcb","2022-02-16T14:44:08.849+02:00","","Muhanga","Kabacuzi","Gasiza","Kavumu",-1.90975804813206,29.7614722978324,"NO"
"-Mw1jSaR2TOGrB4jeFCE","2022-02-16T15:33:47.341+02:00","Gitsina Gore","Rutsiro","Mushubati ","Mugote ","Gitwa ",-1.98808682,29.42512463,"YES"
"-Mw1kKW87HNWL8uXCK9X","2022-02-16T15:35:02.17+02:00","Gitsina Gabo","Rutsiro","Mushubati ","Mugote ","Gitwa ",-1.98817658,29.4255191,"YES"
"-Mw1lzJNmPVTsc3kg2dO","2022-02-16T15:45:17.687+02:00","Gitsina Gabo","Rutsiro","Mushubati ","Mugote ","Gitwa ",-1.98818367,29.42551954,"NO"
"-Mw1rWDWhIg8DwU_4qgp","2022-02-16T16:08:44.025+02:00","","Muhanga","Kabacuzi","Gasiza","Kavumu",-1.90956840757281,29.7616528440267,"NO"
"-Mw1t6jTcyNGM3fFp4l2","2022-02-16T16:15:21.016+02:00","Gitsina Gabo","Rulindo","Tumba","Karambi","Misezero",-1.7003133,29.94171,"NO"
"-Mw1v4phjerDwXLpd4lB","2022-02-16T16:18:31.583+02:00","Gitsina Gabo","Rulindo","Tumba","Karambi","Misezero",-1.70415793,29.9551062,"YES"
"-Mw28yo99Yzpl-0xREGh","2022-02-16T17:29:21.691+02:00","","Gatsibo","Remera ","Rushenyi ","Rwarenga",-1.7492327420041,30.3432456124574,"NO"
"-Mw2Ka2mahOq2LaDLidB","2022-02-16T18:20:42.962+02:00","Gitsina Gabo","Gisagara","Muganza ","Duwani","Saga ",-2.68115672,29.88748734,"NO"
"-Mw2Kr2rC1Hit_JIjO0D","2022-02-16T18:21:58.663+02:00","Gitsina Gabo","Gisagara","Muganza ","Duwani ","Saga ",-2.6811634,29.8874958,"NO"
"-Mw2L487rzAHkdzPvkc5","2022-02-16T18:23:04.468+02:00","Gitsina Gabo","Gisagara","Muganza ","Duwani ","Saga ",-2.68116317,29.88749563,"NO"
"-Mw4Q_S5nAiERXllIyBw","2022-02-17T04:05:36.422+02:00","Gitsina Gabo","Burera","Rusarabuye ","Ndago ","Ndago ",-1.45671893,29.80332969,"NO"
"-Mw4QfXwEUCF_xVHEFCE","2022-02-17T04:06:13.234+02:00","Gitsina Gabo","Burera","Rusarabuye ","Ndago ","Ndago ",-1.45662994,29.80329161,"NO"
"-Mw4QoAJ8i7WUdahKAnl","2022-02-17T04:06:35.164+02:00","Gitsina Gabo","Burera","Rusarabuye ","Ndago Ndago ","Ndago ",-1.45662222,29.80328185,"NO"
